idUnico,idInitiative,nameInitiative,nameOrg,idOrg,country,idCountry,city,idCity,latitude,longitude,rangoEmpleados,orgCount,projCount
222282,222,Sistema Háblame De Respeto,Fundación Latitudes ,282,El Salvador,79,San Salvador,89,13.6929403,-89.2181911,6-10 personas,2,1
223283,223,Repositorios Digitales Abiertos En Sistemas De Transporte Público Para Promoción Del Acceso A Información Y Transparencia,Pontificia Universidad Católica Del Perú,283,Perú,25,Lima,51,-12.0463731,-77.042754,0-5 personas,2,1
224284,224,Combate A La Pobreza Multidimensional Mediante Alianzas Público Privadas,Asociación Horizonte Positivo,284,Costa Rica,78,San José,87,-31.8970823,-61.8598807,6-10 personas,1,1
225285,225,Innovación Cívica Para La Mejora Del Transporte Público En Mendoza,Fundación Centro Latinoamericano De Derechos Humanos,285,Argentina,62,Mendoza,63,-32.8894587,-68.8458386,6-10 personas,4,1
225286,225,Innovación Cívica Para La Mejora Del Transporte Público En Mendoza,Creapption,286,Argentina,62,Mendoza,63,-32.8894587,-68.8458386,11-25 personas,3,1
225287,225,Innovación Cívica Para La Mejora Del Transporte Público En Mendoza,Nuestra Mendoza,287,Argentina,62,Mendoza,63,-32.8894587,-68.8458386,0-5 personas,4,1
226288,226,Burocratas,Xue Colombia Ltda,288,Colombia,35,Bogotá,13,4.7109886,-74.072092,0-5 personas,1,1
226289,226,Burocratas,Corporación Con Tacto Local,289,Colombia,35,Bogotá,13,4.7109886,-74.072092,6-10 personas,4,1
226290,226,Burocratas,Fundación Karisma,290,Colombia,35,Bogotá,13,4.7109886,-74.072092,6-10 personas,1,1
22797,227,Datasketch,Random Monkey,97,Colombia,35,Bogotá,13,4.7109886,-74.072092,0-5 personas,1,1
228285,228,Estacionamiento Inteligente,Centro Latinoamericano De Derechos Humanos,285,Argentina,62,Mendoza,63,-32.8894587,-68.8458386,11-25 personas,2,1
228286,228,Estacionamiento Inteligente,Creapption,286,Argentina,62,Mendoza,63,-32.8894587,-68.8458386,0-5 personas,1,1
229291,229,Micongreso,"Explico, S.A.",291,Guatemala,80,Guatemla,36,14.6349149,-90.5068824,51-100 personas,2,1
230292,230,Fortalecimiento De Junta De Vecinos,Fundación Proyecto Propio,292,Chile,42,Santiago,92,-33.4488897,-70.6692655,6-10 personas,2,1
231119,231,Ocupa Tu Calle,Lima Cómo Vamos,119,Perú,25,Lima,51,-12.0463731,-77.042754,6-10 personas,1,1
231120,231,Ocupa Tu Calle,Detona,120,Perú,25,Lima,51,-12.0463731,-77.042754,51-100 personas,1,1
231293,231,Ocupa Tu Calle,Asociación Unacem,293,Perú,25,Lima,51,-12.0463731,-77.042754,0-5 personas,7,1
232295,232,Sistema De Gestión De Proyectos De Inversión De La Provincia De Río Negro,Asuntos Del Sur,295,Argentina,62,Buenos Aires,16,-34.6036844,-58.3815591,0-5 personas,7,1
232296,232,Sistema De Gestión De Proyectos De Inversión De La Provincia De Río Negro,Secretaría De Planificación,296,Argentina,62,La Plata,49,-34.9205,-57.9536,0-5 personas,7,1
232294,232,Sistema De Gestión De Proyectos De Inversión De La Provincia De Río Negro,Econsulting S.R.L.,294,Argentina,62,Viedma,108,-40.8119087,-62.9962044,6-10 personas,7,1
234299,234,Cultivando Futuro,Cultivando Futuro,299,Colombia,35,Bogotá,13,4.7109886,-74.072092,101-500 personas,7,1
235300,235,Click Social,"Plan B Para El Desarrollo, Ac",300,México,51,Ciudad de México,22,19.4326077,-99.133208,0-5 personas,7,1
235301,235,Click Social,"Sociedad En Movimiento, Ac",301,México,51,Ciudad de México,22,19.4326077,-99.133208,6-10 personas,1,1
236302,236,Noosfero: Plataforma Web Livre Para A Criação De Redes Sociais Autônomas E Participação Cívica,Colivre - Cooperativa De Tecnologias Livres,302,Brasil,57,Porto Alegre,77,-30.0346471,-51.2176584,0-5 personas,1,1
236303,236,Noosfero: Plataforma Web Livre Para A Criação De Redes Sociais Autônomas E Participação Cívica,Secretaria De Estado Dos Direitos Humanos E Participação Popular,303,Brasil,57,Salvador,85,-12.977749,-38.5016301,6-10 personas,1,1
236304,236,Noosfero: Plataforma Web Livre Para A Criação De Redes Sociais Autônomas E Participação Cívica,Associação Software Livre.Org,304,Brasil,57,São Luis,96,-2.52972,-44.30278,11-25 personas,1,2
23759,237,Cuidados De Saúde Acessíveis,Nau Interativa,59,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,6-10 personas,1,2
238305,238,Dyntra Latam,Soluntia Sa,305,Panamá,84,Panamá,73,8.9823792,-79.5198696,0-5 personas,1,1
239306,239,Observatorio De Publicidad Oficial,"Campaña Global Por La Libertad De Expresión A19, A.C.",306,México,51,Ciudad de México,22,19.4326077,-99.133208,> 1000 personas,2,1
240307,240,Tecnología Y El Mejoramiento Habitacional Urbano,"Centro De Innovación A La Vivienda (Civ), A.C.",307,México,51,Hermosillo ,39,29.0729673,-110.9559192,6-10 personas,2,1
241261,241,Fundación Nuevas Contingencias Sociales,Fundación Nuevas Contingencias Sociales,261,Chile,42,Santiago,92,-33.4488897,-70.6692655,0-5 personas,2,1
242308,242,Compartir,Cieds - Centro Integrado De Estudos E Programas De Desenvolvimento Sustentável,308,Brasil,57,Río de Janeiro,82,-22.9068467,-43.1728965,0-5 personas,2,1
243317,243,Mobilidade Urbana Aberta,Associação Casa Fluminense,317,Brasil,57,Belo Horizonte,11,-19.9172987,-43.9345593,0-5 personas,3,1
243314,243,Mobilidade Urbana Aberta,Instituto Nossa Ilhéus,314,Brasil,57,Brasilia,14,-15.826691,-47.9218204,51-100 personas,2,1
243315,243,Mobilidade Urbana Aberta,Instituto Soma Brasil ,315,Brasil,57,Ilhabela,40,-23.8158392,-45.3664809,11-25 personas,1,1
243312,243,Mobilidade Urbana Aberta,Movimento Nossa Bh,312,Brasil,57,Ilhéus,41,-14.7935051,-39.0463797,26-50 personas,2,1
243309,243,Mobilidade Urbana Aberta,Imaflora,309,Brasil,57,João Pessoa ,44,-7.1194958,-34.8450118,6-10 personas,1,1
243310,243,Mobilidade Urbana Aberta,Instituto De Cidadania Empresarial Do Maranhão,310,Brasil,57,Piracicaba,76,-22.7626467,-47.8427298,0-5 personas,1,1
243313,243,Mobilidade Urbana Aberta,Inesc-Instituto De Estudos Socioeconômicos,313,Brasil,57,Recife,81,-8.0522404,-34.9286096,0-5 personas,2,1
243311,243,Mobilidade Urbana Aberta,Instituto São Paulo Sustentável,311,Brasil,57,Río de Janeiro,82,-22.9068467,-43.1728965,0-5 personas,2,1
243316,243,Mobilidade Urbana Aberta,Observatório Do Recife,316,Brasil,57,São Luis,96,-2.52972,-44.30278,6-10 personas,1,1
243184,243,Mobilidade Urbana Aberta,Appcivico - Eokoe Soluções Tecnológicas Ltda,184,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,0-5 personas,1,1
243202,243,Mobilidade Urbana Aberta,Instituto Ilhabela Sustentável,202,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,0-5 personas,1,1
244318,244,Sos Eleitor (Sos Votante),Voter Desenvolvimento De Software Ltda,318,Brasil,57,Florianópolis,34,-27.5948698,-48.5482195,6-10 personas,3,1
245319,245,Inteligencia Artificial Contra La Corrupción,Fundación Ecomunidad,319,Colombia,35,Bogotá,13,4.7109886,-74.072092,6-10 personas,3,1
246320,246,Plataforma Sas De Participación Ciudadana,Acción Colectiva,320,Argentina,62,Rosario,84,-32.9442426,-60.6505388,0-5 personas,1,1
247321,247,Monitor Ciudadano,Corporación Control Social Colombia,321,Colombia,35,Medellín,62,6.244203,-75.5812119,0-5 personas,1,1
248322,248,Plataforma Para El Monitoreo De Parámetros De Salud Y De Actividad Del Adulto Mayor,Dynamizeit,322,Uruguay,55,Montevideo,66,-34.9011127,-56.1645314,26-50 personas,1,1
249323,249,Startup Rei,Receita Federal,323,Brasil,57,Santo Adre,93,-23.6742228,-46.5436003,0-5 personas,1,1
25079,250,Calculadora De La Desigualdad De Género,Wingu,79,Argentina,62,Buenos Aires,16,-34.6036844,-58.3815591,11-25 personas,1,1
250324,250,Calculadora De La Desigualdad De Género,Economía Feminista,324,Argentina,62,Buenos Aires,16,-34.6036844,-58.3815591,11-25 personas,3,1
251325,251,Comunidad Huerta,Comunidad Huerta,325,Argentina,62,Buenos Aires,16,-34.6036844,-58.3815591,0-5 personas,2,1
252326,252,Impacto Ciudad,Guarumo,326,Colombia,35,Bucaramanga,15,7.119349,-73.1227416,0-5 personas,3,2
253327,253,Mi Concejo,Fundación Cívico Social Pro Cartagena - Funcicar,327,Colombia,35,Cartagena,21,10.3910485,-75.4794257,11-25 personas,2,2
254328,254,Limapp,Grupo Limonta,328,Perú,25,Lima,51,-12.0463731,-77.042754,0-5 personas,3,1
255329,255,Mapa Internacional De Instituições Arquivísticas (Archives World Map),"Grupo De Estudos Sobre Cultura, Representação E Informação Digitais - Cridi ",329,Brasil,57,Salvador,85,-12.977749,-38.5016301,6-10 personas,2,1
256330,256,Ecuador Chequea,Fundamedios,330,Ecuador,54,Quito,80,-0.1806532,-78.4678382,6-10 personas,3,1
257331,257,Proyecto Participa 2017,Cscr ,331,Costa Rica,78,Alajuela ,1,10.0159394,-84.2141701,0-5 personas,3,1
258332,258,Yeeko Inteligencia Colectiva,Yeeko Inteligencia Colectiva,332,México,51,Ciudad de México,22,19.4326077,-99.133208,11-25 personas,3,1
259333,259,Programa Makernel: El Primer Makerspace Portátil 100% Tico,Fundación Costa Rica Para La Innovación,333,Costa Rica,78,San José,87,-31.8970823,-61.8598807,26-50 personas,1,1
26079,260,El Recorrido: Tecnología Ciudadana Para Mejorar La Detección Temprana Del Cáncer En El Sistema Público De Salud.  ,Wingu,79,Argentina,62,Buenos Aires,16,-34.6036844,-58.3815591,11-25 personas,1,1
260334,260,El Recorrido: Tecnología Ciudadana Para Mejorar La Detección Temprana Del Cáncer En El Sistema Público De Salud.  ,Directorio Legislativo,334,Argentina,62,Buenos Aires,16,-34.6036844,-58.3815591,6-10 personas,3,1
260335,260,El Recorrido: Tecnología Ciudadana Para Mejorar La Detección Temprana Del Cáncer En El Sistema Público De Salud.  ,Fundación Pacientes Cáncer De Pulmón,335,Argentina,62,Buenos Aires,16,-34.6036844,-58.3815591,0-5 personas,3,1
261336,261,La Vidriera Del Emprendedor ,Fundación Ejercicio Ciudadano,336,Argentina,62,Rosario,84,-32.9442426,-60.6505388,0-5 personas,3,1
261337,261,La Vidriera Del Emprendedor ,"Municipalidad De Rosario, Secretaria De Economia Social, Dirección General De Desarrollo De La Economía Social",337,Argentina,62,Rosario,84,-32.9442426,-60.6505388,0-5 personas,3,1
261338,261,La Vidriera Del Emprendedor ,Oneeyeant,338,Argentina,62,Rosario,84,-32.9442426,-60.6505388,0-5 personas,1,1
261339,261,La Vidriera Del Emprendedor ,De La Azotea,339,Argentina,62,Rosario,84,-32.9442426,-60.6505388,0-5 personas,2,1
262340,262,Sebuscan,Sebuscan Sas,340,Colombia,35,Bogotá,13,4.7109886,-74.072092,6-10 personas,2,1
263341,263,Malalai,Malalai Tecnologia De Segurança Ltda,341,Brasil,57,Belo Horizonte,11,-19.9172987,-43.9345593,6-10 personas,3,1
264342,264,Akredito,Akredito,342,Brasil,57,Río de Janeiro,82,-22.9068467,-43.1728965,6-10 personas,3,1
265343,265,"Participación Ciudadana Transparente, Una Plataforma Amigable ","Capítulo Chileno De Transparencia Internacional, Chile Transparente",343,Chile,42,Santiago,92,-33.4488897,-70.6692655,0-5 personas,3,1
265344,265,"Participación Ciudadana Transparente, Una Plataforma Amigable ",Asociación Chilena De Voluntarios,344,Chile,42,Santiago,92,-33.4488897,-70.6692655,11-25 personas,1,1
266345,266,Ozzymandhas - Jornalismo Colaborativo,Cobracriada,345,Brasil,57,Brasilia,14,-15.826691,-47.9218204,0-5 personas,1,1
267347,267,Por Mi Barrio Nicaragua,Centro Para Programas De Comunicación Nicaragua (Cpcnic),347,Nicaragua,83,Managua,58,12.1149926,-86.2361744,0-5 personas,1,1
267346,267,Por Mi Barrio Nicaragua,Guegue Vasquez Cia Ltda,346,Nicaragua,83,Nueva York,70,40.7127753,-74.0059728,0-5 personas,1,1
268207,268,Todos Por Um (Tp1),Associação Todos Por Um ,207,Brasil,57,Londrina,55,-23.3044524,-51.1695824,11-25 personas,1,1
268208,268,Associação Todos Por Um  (Tp1),Mz Tecnologia,208,Brasil,57,Londrina,55,-23.3044524,-51.1695824,26-50 personas,11,1
268209,268,Associação Todos Por Um  (Tp1),Geleia .Mob,209,Brasil,57,Londrina,55,-23.3044524,-51.1695824,0-5 personas,11,1
269348,269,Social Games: Energía Eólica: Energía Limpia Para Quién?,Cáritas Brasileira Regional Nordeste Ii,348,Brasil,57,Recife,81,-8.0522404,-34.9286096,11-25 personas,11,1
270349,270,Ceu- Centro De Empreendedorismo Universitario &Consultoria Ltda,Centro De Empreendedorismo Universitario &Consultoria Ltda,349,Brasil,57,Río de Janeiro,82,-22.9068467,-43.1728965,6-10 personas,11,1
271350,271,Presupuesto Participativo,Centro De Estudios Ambientales Y Sociales (Ceamso),350,Paraguay,85,Asunción,6,-25.2637399,-57.575926,6-10 personas,11,1
272351,272,"Mapa Falante: Tecnologia Cívica Para Monitoramento Participativo De Informações Sobre Serviços, Dados E Vivências ",Cedaps,351,Brasil,57,Río de Janeiro,82,-22.9068467,-43.1728965,11-25 personas,11,1
274353,274,Mujeres Campesinas Y Jovenes Por  Una Participación Ciudadana Digital  Activa Y Reivindicativa En La Región Caribe Colombiana,Asociación Colectivo Mujeres Al Derecho,353,Colombia,35,Barranquilla,9,11.0041072,-74.8069813,6-10 personas,11,1
275184,275,Appcivico - Mandato Aberto E Voto Legal,Eokoe Soluções Tecnológicas ,184,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,11-25 personas,11,1
276354,276,"App Interfaz De Verificación De Cuotas Patronales Del Sector Público Y Privado Igss, Guatemala",Acción Ciudadana ,354,Guatemala,80,Guatemala,36,14.6349149,-90.5068824,6-10 personas,11,1
277355,277,Red País. Una Plataforma Para Articular El Progreso Social. ,Fundación Villafranca Y Zurcher Para La Educación De La Juventud A Través Del Turismo,355,Costa Rica,78,San José,87,-31.8970823,-61.8598807,6-10 personas,1,1
277356,277,Red País. Una Plataforma Para Articular El Progreso Social. ,Responsible Business Alliance (Rba),356,Costa Rica,78,San José,87,-31.8970823,-61.8598807,0-5 personas,1,1
277357,277,Red País. Una Plataforma Para Articular El Progreso Social. ,Estudio Manatí S.A.,357,Costa Rica,78,San José,87,-31.8970823,-61.8598807,0-5 personas,1,1
278358,278,Rio Doce Ativo,Associação Comunitária De Bento Rodrigues,358,Brasil,57,Belo Horizonte,11,-19.9172987,-43.9345593,0-5 personas,1,1
278359,278,Rio Doce Ativo,Gafit Soluções Em Automação Ltda - Me,359,Brasil,57,Belo Horizonte,11,-19.9172987,-43.9345593,0-5 personas,1,1
278361,278,Rio Doce Ativo,Nachhaltigkeit Educação Ltda,361,Brasil,57,Belo Horizonte,11,-19.9172987,-43.9345593,26-50 personas,2,1
278360,278,Rio Doce Ativo,Troca: Gestão Social Para A Sustentabilidade,360,Brasil,57,Mariana,60,-20.3652719,-43.4150073,6-10 personas,1,1
279362,279,Sistema De Información Territorial Prodepaz ,Corporación Prodepaz,362,Colombia,35,Río Negro,83,6.144837,-75.375085,11-25 personas,1,1
279352,279,Observadores De Comunicación Ciudadana,Observatorio De Comunicación Pucv,352,Chile,42,Valparaíso,105,-33.047238,-71.6126885,101-500 personas,1,1
280363,280,Iniciativa Funes: Un Metabuscador Para Identificar Personas De Perfil De Riesgo En La Política Del Perú.,Ojopúblico,363,Perú,25,Lima,51,-12.0463731,-77.042754,501-1000 personas,1,1
281364,281,Ilhapush,Ilhasoft,364,Brasil,57,Maceió,56,-9.6498487,-35.7089492,0-5 personas,1,1
282365,282,Benchmark Empresas Y Paz,Cámara De Comercio De Bogotá - Ccb,365,Colombia,35,Bogotá,13,4.7109886,-74.072092,0-5 personas,1,1
282366,282,Benchmark Empresas Y Paz,Fundacion Ideas Para La Paz,366,Colombia,35,Bogotá,13,4.7109886,-74.072092,26-50 personas,1,1
283367,283,Instituto Del Desarrollo De La Juventud,Instituto Del Desarrollo De La Juventud,367,Otro,90,Bruselas,15,50.8503396,4.3517103,0-5 personas,1,1
284368,284,Red Digital Taturana -  Distribución De Películas Independientes En Circuitos Sociales,Taturana Mobilização Social,368,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,501-1000 personas,1,1
285369,285,Hacia La Igualdad De Género A Través De Narrativas Digitales Innovadoras,Instituto De Liderazgo Simone De Beauvoir A.C. ,369,México,51,Morelia,67,19.7059504,-101.1949825,6-10 personas,1,1
286370,286,Tecnología Y Datos - Enlace Entre La Población Y La Policía Nacional Del Ecuador,Smart Data Services,370,Ecuador,54,Quito,80,-0.1806532,-78.4678382,26-50 personas,3,1
286371,286,Tecnología Y Datos - Enlace Entre La Población Y La Policía Nacional Del Ecuador,Policía Nacional Del Ecuador,371,Ecuador,54,Quito,80,-0.1806532,-78.4678382,6-10 personas,2,2
287372,287,Monitoramento De Dados Ambientais Para Análise De Risco,Cnpi - Centro Nacional De Informatica,372,Brasil,57,Río de Janeiro,82,-22.9068467,-43.1728965,0-5 personas,4,2
28879,288,Ruta De Las Medicinas,Wingu,79,México,51,Ciudad de México,22,19.4326077,-99.133208,0-5 personas,3,1
288373,288,Ruta De Las Medicinas,Sonora Ciudadana Ac,373,México,51,Ciudad de México,22,19.4326077,-99.133208,11-25 personas,4,1
289374,289,Plataforma De Contralorìa Social Para La Mejora De Los Servicios Pùblicos Municipales ,Creathink ,374,México,51,Ciudad de México,22,19.4326077,-99.133208,0-5 personas,4,1
290376,290,Curso Abierto De Internet Para Acelerar El Cambio Social En América Latina,Hiperderecho,376,Perú,25,Lima,51,-12.0463731,-77.042754,0-5 personas,4,1
290375,290,Curso Abierto De Internet Para Acelerar El Cambio Social En América Latina,Public Knowledge,375,Otro,90,Madrid,57,40.4167754,-3.7037902,0-5 personas,4,1
291377,291,Red Social Anti-Corrupción Con Acción Jurídica (Aplicapp),Cocreamos S.A.S.,377,Colombia,35,Medellín,62,6.244203,-75.5812119,11-25 personas,1,1
29223,292,Synchronicity,Núcleo Digital,23,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,0-5 personas,1,1
292378,292,Synchronicity,Cocidade,378,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,11-25 personas,1,1
293379,293,Sistema De Gestión Participativa Para La Incidencia Social En Políticas Públicas,Observatorio Mexicano De La Crisis,379,México,51,Ciudad de México,22,19.4326077,-99.133208,0-5 personas,2,1
294380,294,El Uso De Las Tics Para El Desarrollo Social,Instituto Demos,380,Guatemala,80,Guatemala,36,14.6349149,-90.5068824,6-10 personas,2,1
295381,295,Mi Voto Vale,Nova Grupo De Consultoria Sas,381,Colombia,35,Bogotá,13,4.7109886,-74.072092,0-5 personas,1,1
296382,296,Programa De Convivencias Digitales,How To Build Up,382,Colombia,35,Bogotá,13,4.7109886,-74.072092,11-25 personas,2,1
296188,296,Programa De Convivencias Digitales,Policéntrico,188,Otro,90,Maputo,59,-25.969248,32.5731746,11-25 personas,2,1
297383,297,Calhau Social,Calhau Social ,383,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,11-25 personas,1,1
298386,298,"Creación De Chileleaks, Centroaméricaleaks Y  Latamleaks, Coordinadora Regional De Las Plataformas De Whistleblowing.",Associated Whistleblowing Press,386,México,51,Ciudad de México,22,19.4326077,-99.133208,0-5 personas,2,1
29824,298,"Creación De Chileleaks, Centroaméricaleaks Y  Latamleaks, Coordinadora Regional De Las Plataformas De Whistleblowing.",Poder,24,Guatemala,80,Guatemala,36,14.6349149,-90.5068824,0-5 personas,1,1
298385,298,"Creación De Chileleaks, Centroaméricaleaks Y  Latamleaks, Coordinadora Regional De Las Plataformas De Whistleblowing.",Plaza Pública ,385,Otro,90,Madrid,57,40.4167754,-3.7037902,11-25 personas,1,1
298384,298,"Creación De Chileleaks, Centroaméricaleaks Y  Latamleaks, Coordinadora Regional De Las Plataformas De Whistleblowing.",Fundación Ciudadano Inteligente,384,Chile,42,Santiago,92,-33.4488897,-70.6692655,6-10 personas,1,1
299387,299,Let'S Chat,Let'S Chat,387,Chile,42,Santiago,92,-33.4488897,-70.6692655,0-5 personas,1,1
300388,300,Incentivo A Cultura Digital,Centro De Formação E Organização Comunitária - Ceforc,388,Brasil,57,Livramento de Nossa Senhora,53,-13.6420856,-41.8412148,11-25 personas,1,1
301389,301,Datathon Latam ,Corporación Científicas De Datos ,389,Colombia,35,Pereira ,75,4.8087174,-75.690601,6-10 personas,3,1
302390,302,Planeadores Ciudadanos,Fundación Bit,390,Colombia,35,Bogotá,13,4.7109886,-74.072092,0-5 personas,3,1
303391,303,Obra Chueca,Ruta Cívica,391,México,51,Ciudad de México,22,19.4326077,-99.133208,0-5 personas,4,1
303392,303,Obra Chueca,Visual Reporting Technologies,392,México,51,Ciudad de México,22,19.4326077,-99.133208,26-50 personas,4,1
304393,304,Infraestructura Visible,Facultad De Ingenería Universidad De Los Andes,393,Colombia,35,Bogotá,13,4.7109886,-74.072092,11-25 personas,4,1
305394,305,Fact-Check Para Projetos De Lei E Políticas Públicas Informados Por Evidências,Instituto Veredas,394,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,6-10 personas,4,1
306395,306,Vacuna Sociales Proyecto Tom G5G,Mindball Ong Planeta,395,Brasil,57,Divinópolis ,32,-20.103444,-44.9716724,0-5 personas,2,1
307390,307,Appcesible,Fundación Bit,390,Colombia,35,Medellín,62,6.244203,-75.5812119,0-5 personas,1,1
308396,308,Información Inclusiva Y Participativa Para ¨Todos¨,Fundación Inhoy,396,Chile,42,Santiago,92,-33.4488897,-70.6692655,11-25 personas,3,1
308397,308,Información Inclusiva Y Participativa Para ¨Todos¨,Dtlnet Ltda.,397,Chile,42,Santiago ,92,-33.4488897,-70.6692655,6-10 personas,1,1
309398,309,Latin - Iniciativa Latinoamericana De Tecnologías Y Recursos Abiertos Para La Educación,Asociación Latin,398,Uruguay,55,Montevideo,66,-34.9011127,-56.1645314,0-5 personas,1,1
310334,310,Hecha La Ley,Directorio Legislativo,334,Argentina,62,Buenos Aires,16,-34.6036844,-58.3815591,6-10 personas,2,1
310399,310,Hecha La Ley,Democracia En Red,399,Argentina,62,Buenos Aires,16,-34.6036844,-58.3815591,0-5 personas,2,1
311401,311,Ciudadano Presente,Maga Systems & Consulting,401,Panamá,84,Asunción,6,-25.2637399,-57.575926,0-5 personas,1,1
311400,311,Ciudadano Presente,Fundación Generación Sin Límite,400,Panamá,84,Panamá,73,8.9823792,-79.5198696,0-5 personas,1,1
312402,312,Seamos Democracia Digital,Corporación Seamos - Democracia Digital,402,Colombia,35,Bogotá,13,4.7109886,-74.072092,0-5 personas,1,1
313403,313,Unostres,Unostres,403,Ecuador,54,Quito,80,-0.1806532,-78.4678382,6-10 personas,2,1
314404,314,Laboratório De Governo Aberto: Uma Plataforma De Indicadores E Engajamento Social,Instituto Casa Da Cidade,404,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,101-500 personas,2,1
315405,315,"Estrategias Comunitarias Para Crear Y Fortalecer Un Sistema De Comunicaci Libre Y Comunitaria En La Costa Pac{Ifica De Esmeraldas, Ecuador.",Agencia Ecologista De Información Tegantai,405,Ecuador,54,Quito,80,-0.1806532,-78.4678382,6-10 personas,1,1
316151,316,Observatorio Del Gasto Fiscal,"Universidad De Santiago De Chile, Facultad De Administración Y Economía",151,Chile,42,Santiago,92,-33.4488897,-70.6692655,6-10 personas,1,1
316149,316,Observatorio Del Gasto Fiscal,Fundación Contexto Ciudadano,149,Chile,42,Santiago ,92,-33.4488897,-70.6692655,0-5 personas,2,1
317406,317,Wheels,Wheels,406,Colombia,35,Bogotá,13,4.7109886,-74.072092,0-5 personas,2,1
318287,318,Plataforma De Apertura De Gobiernos,Fundación Nuestra Mendoza,287,Argentina,62,Mendoza,63,-32.8894587,-68.8458386,26-50 personas,2,1
318407,318,Plataforma De Apertura De Gobiernos,Silice,407,Argentina,62,Mendoza,63,-32.8894587,-68.8458386,11-25 personas,1,1
319157,319,Plataforma Educación (Nombre De Trabajo),Data Uruguay,157,Uruguay,55,Montevideo,66,-34.9011127,-56.1645314,0-5 personas,2,1
320408,320,Asamblea,Corporación Somos Más,408,Colombia,35,Bogotá,13,4.7109886,-74.072092,0-5 personas,1,1
320409,320,Asamblea,Universidad Nacional (Vivelab),409,Colombia,35,Bogotá,13,4.7109886,-74.072092,11-25 personas,1,1
321410,321,Ojovaldivia.Cl Denuncia Y Articulación Ciudadana En Línea,Cooperativa Acá Comunicaciones,410,Chile,42,Valdivia ,104,-39.8195857,-73.2452103,0-5 personas,1,1
321411,321,Ojovaldivia.Cl Denuncia Y Articulación Ciudadana En Línea,Agrupación Biósfera,411,Chile,42,Valdivia ,104,-39.8195857,-73.2452103,6-10 personas,2,1
322240,322,Intercambio De Confianza,Red Infodesarrollo,240,Ecuador,54,quito,80,-0.1806532,-78.4678382,0-5 personas,1,1
323412,323,Mobqi,Jmm Tech,412,Brasil,57,Belo Horizonte,11,-19.9172987,-43.9345593,0-5 personas,4,1
324413,324,Compromiso Ciudadano,Innovavista,413,Argentina,62,Rosario,84,-32.9442426,-60.6505388,6-10 personas,4,4
324414,324,Compromiso Ciudadano,Municipalidad De San Jorge,414,Argentina,62,San Jorge,86,-31.8970823,-61.8598807,0-5 personas,1,4
325415,325,Toolkit Electoral,Update,415,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,0-5 personas,1,4
325416,325,Toolkit Electoral,Aparabólica,416,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,> 1000 personas,1,4
325417,325,Toolkit Electoral,Labhacker,417,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,0-5 personas,4,1
326418,326,Sistematización De La Gestión Y Divulgación De La Información Pública De Ordenamiento Territorial Del Municipio De Yopal,Municipio De Yopal,418,Colombia,35,Yopal,112,5.348903,-72.400523,26-50 personas,1,1
327421,327,Plataforma Cidadã,Fundação Educativa E Cultural - Arca,421,Brasil,57,Altaneira,2,-6.988451,-39.7484115,11-25 personas,2,3
327419,327,Plataforma Cidadã,Acecci - Associação Cearense De Combate À Corrupção E À Impunidade,419,Brasil,57,Fortaleza,35,-3.7327144,-38.5269981,11-25 personas,1,1
327420,327,Plataforma Cidadã,Instituto Banco Da Periferia - Palmas Lab,420,Brasil,57,Fortaleza,35,-3.7327144,-38.5269981,11-25 personas,1,1
328422,328,Muove Brasil,Muove Brasil,422,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,6-10 personas,2,3
328423,328,Muove Brasil,Centro De Liderança Pública,423,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,6-10 personas,1,3
329424,329,Aguapps: Gestión Participativa Del Agua Para El Chaco,Mingarã. Asociación Para El Desarrollo Sustentable,424,Paraguay,85,Asunción,6,-25.2637399,-57.575926,6-10 personas,2,1
329425,329,Aguapps: Gestión Participativa Del Agua Para El Chaco,Codium,425,Paraguay,85,Asunción,6,-25.2637399,-57.575926,0-5 personas,2,1
330426,330,"Consolidación Del Portal Para Informantes De Denuncias Anónimas “Filtraciones Digitales” En México Y Su Escalamiento A Colombia, Costa Rica Y Uruguay.","Artículo 12, A.C. (Programa “Sontusdatos”)",426,México,51,Puebla,78,19.0414398,-98.2062727,26-50 personas,2,1
331427,331,Promoción De Buenas Prácticas De Gestión Y Transparencia En Organizaciones Sin Fines De Lucro,Fundación Desarrollo Social Lealtad Chile,427,Chile,42,Santiago,92,-33.4488897,-70.6692655,6-10 personas,1,1
332399,332,Democracyos - Por Democracia En Red,Democracia En Red,399,Argentina,62,Buenos Aires,16,-34.6036844,-58.3815591,6-10 personas,1,1
