NombreIniciativa,CantidadOrganizaciones,LineaFinanciamiento,ParticipacionCiudadana,TransparenciaRendicionCuentas,PeriodismoDatos,MapeoCiudadano,MonitoreoServiciosPublicos,UsoDatosAbiertos,OtraTematica,OrgNombreOrganizacion,OrgTipoOrganizacion,OrgPais,OrgCiudad,OrgWeb,OrgPrincipalAlinza,OrgDesarrolloPlataformasAplicativosTecnologicos,OrgVariosPaises,OrgSpinOffIncubacion,OrgParticipacionCiudadana,OrgTransparenciaRendicionCuentas,OrgParlamentoAbierto,OrgComprasPublicas,OrgPeriodismoDatos,OrgMapeoCiudadano,OrgMonitoreoServiciosPublicos,OrgOtraTematica,EscalamientoPlataformaExistente,AdaptacionPlataformaExistente,DesarrolloPlataformaNueva,Otros
Reconstruyendo confianzas desde la política local  a través de una estrategia de participación ciudadana transparente,3,Desarrollo de nuevas iniciativas,1,1,0,0,1,1,,Socio Público ,Empresa privada (no incluye startup),Argentina,Buenos Aires,http://www.sociopublico.com/,No,Sí,Si,Si,1,1,0,1,1,1,1,Plataforma informativa sobre ciudades latinoamericanas,0,0,1,
Reconstruyendo confianzas desde la política local  a través de una estrategia de participación ciudadana transparente,3,Desarrollo de nuevas iniciativas,1,1,0,0,1,1,,Municipalidad de Renca,Ente gubernamental,Chile,Santiago,http://renca.cl/,No,No,No,No,0,0,0,0,0,0,0,Gestión municipal,0,0,1,
LaBtam: plataforma de innovación pública para ciudades en Latinoamérica,1,Desarrollo de nuevas iniciativas,1,1,0,0,0,1,Colaboración gobierno - sociedad civil - ciudadanía,PIDES Innovación Social,Organización civil sin fines de lucro,México,Ciudad de México,www.pidesinnovacion.org,Sí,Sí,No,No,1,1,0,0,0,1,1,,0,0,1,
"ARTERIA: Activa, Responde, Transforma.",4,Desarrollo de nuevas iniciativas,1,0,0,0,0,1,Tecnologías cívicas para la transformación social,Medialab Quito,Organización civil sin fines de lucro,Ecuador,Quito,www.medialabuio.org,Sí,Sí,No,No,1,0,0,0,1,1,0,"Proyectos ciudadanos de cultura, arte y tecnología para la sociedad",0,0,1,
"ARTERIA: Activa, Responde, Transforma.",4,Desarrollo de nuevas iniciativas,1,0,0,0,0,1,,FUNDAPI,Organización civil sin fines de lucro,Ecuador,Guayaquil,www.fundapi.org,No,Sí,No,No,1,1,0,0,0,0,1,,0,0,1,
"ARTERIA: Activa, Responde, Transforma.",4,Desarrollo de nuevas iniciativas,1,0,0,0,0,1,,Red Infodesarrollo,Organización civil sin fines de lucro,Ecuador,Quito,www.infodesarrollo.ec,No,Sí,No,No,1,0,0,0,0,1,0,,0,0,1,
"ARTERIA: Activa, Responde, Transforma.",4,Desarrollo de nuevas iniciativas,1,0,0,0,0,1,,Escuela Politécnica Nacional,Universidad,Ecuador,Quito,www.epn.edu.ec,No,Sí,No,No,1,0,1,0,0,1,1,Educación superior en las diversas áreas de la ingeniería,0,0,1,
Desarrollo de un sistema de inteligencia artificial para el análisis de oportunidades de inversión y mejora en el transporte público concesionado,1,Iniciativas ya existentes,1,1,0,1,1,1,,Krieger Electronics de Mexico SA de CV,Empresa privada (no incluye startup),México,Ciudad de México,krieger.mx,Sí,Sí,Si,No,1,1,1,0,0,1,1,,1,1,0,
Por Mi Barrio Nicaragua,2,Iniciativas ya existentes,1,1,0,1,1,1,Desarrollo local,Guegue Vasquez Cia Ltda,Empresa privada (no incluye startup),Nicaragua,Managua ,https://www.guegue.com/,Sí,Sí,No,No,1,1,0,1,1,1,0,Derechos humanos,0,1,0,"Desarrollo de aplicacion movil offline+online
Comunicación Multimedia
Monitoreo y evaluacion
Diseño y desarrollo"
Por Mi Barrio Nicaragua,2,Iniciativas ya existentes,1,1,0,1,1,1,,Centro para Programas de Comunicación Nicaragua (CPCNic),Organización civil sin fines de lucro,Nicaragua,Managua,,No,No,Si,No,1,1,0,0,0,0,1,,0,1,0,
"1.	Monitoreo y seguimiento de temas medio ambientales en el sur de Bolivia (Chuquisaca, Tarija, Potosí y Chaco).",1,Desarrollo de nuevas iniciativas,1,1,1,0,1,1,,Fundación Acción Cultural Loyola (ACLO),Organización civil sin fines de lucro,Bolivia,Sucre,www.aclo.org.bo,Sí,Sí,No,No,1,0,0,0,1,0,0,,0,0,1,
BondiarApp,1,Desarrollo de nuevas iniciativas,1,0,1,1,0,1,,Bondiar,Empresa privada (startup),Argentina,Rosario ,No Tenemos https://www.facebook.com/BondiarMeGusta/,Sí,No,No,No,1,0,0,0,1,1,0,,0,0,1,
Plataforma Ecosol Feminista,1,Iniciativas ya existentes,1,1,1,1,1,1,,Guayí,Organización civil sin fines de lucro,Brasil,Porto Alegre,http://guayi.org.br/,Sí,Sí,No,No,1,1,1,1,0,1,1,,0,1,1,
Análise da Governança de TI em órgãos públicos: Identificação dos índices de alinhamento por órgão a partir de uma plataforma mobile ,1,Desarrollo de nuevas iniciativas,1,1,0,1,1,1,Governança de TI,Elleven,Empresa privada (no incluye startup),Brasil,João Pessoa,www.11elleven.com.br,Sí,Sí,No,No,1,1,0,1,0,1,1,,0,0,1,
Laboratorio de Movilidad,2,Desarrollo de nuevas iniciativas,1,0,1,1,1,1,Movilidad Sostenible,Fundación Biciacción,Organización civil sin fines de lucro,Ecuador,Quito,http://www.biciaccion.org/,Sí,No,No,No,1,0,0,0,1,1,1,Monitoreo de servicios públicos de infraestructura,0,0,1,
Laboratorio de Movilidad,2,Desarrollo de nuevas iniciativas,1,0,1,1,1,1,,LlactaLab - Ciudades Sustentables,Universidad,Ecuador,Quito,http://llactalab.ucuenca.edu.ec/,No,No,No,No,1,0,0,0,0,1,0,,0,0,1,
"""Tecnologías y derechos humanos, lo virtual se vuelve material""",1,Desarrollo de nuevas iniciativas,1,0,0,0,1,1,,"CAPITULO BOLIVIANO DE DERECHOS HUMANOS, DEMOCRACIA Y DESARROLLO",Organización civil sin fines de lucro,Bolivia,LA PAZ,www.derechoshumanosbolivia.org,Sí,Sí,No,No,1,0,0,0,0,0,0,se ha desarrollado aplicaciones para la prevención de la trata de personas,0,0,1,
Fortalecimiento de Junta de Vecinos,1,Iniciativas ya existentes,1,0,0,1,1,0,Fortalecimiento de organizaciones comunitarias territoriales,Fundación Proyecto Propio,Organización civil sin fines de lucro,Chile,Santiago,www.proyectopropio.cl y www.juntasdevecinos.cl,Sí,Sí,No,No,1,0,0,0,0,0,0,Plataforma de asistencia técnica para la postulación de subsidios de regeneración de barrios,1,0,0,
Plataforma de pequeños constructores para infraestructura y bienes públicos,1,Iniciativas de tecnología con fines de lucro,0,0,0,0,1,1,Competitividad para pequeños constructoras en las compras públicas de infraestructura y bienes públicos,Constructora Proyecto Propio,Empresa privada (no incluye startup),Chile,Santiago,www.proyectopropioconstruccion.cl,Sí,No,No,Si,0,0,0,1,0,0,0,,0,0,1,
SynchroniCity,2,Desarrollo de nuevas iniciativas,1,1,1,1,1,1,"Inovação Social, Ativismo, Transformação Digital",Núcleo Digital,Empresa privada (no incluye startup),Brasil,Sao Paulo,http://www.nucleodigital.cc,Sí,Sí,No,No,1,1,1,0,1,1,1,"Criptomoedas, Transformação Digital, Ativismo",0,0,1,
SynchroniCity,2,Desarrollo de nuevas iniciativas,1,1,1,1,1,1,,CoCidade,Organización civil sin fines de lucro,Brasil,São Paulo,www.cocidade.com.br,No,No,No,No,0,0,0,0,0,0,0,Não tem experiência em desenvolvimento,0,0,1,
El Recorrido: Tecnología ciudadana para mejorar la detección temprana del cáncer en el sistema público de salud.  ,3,Desarrollo de nuevas iniciativas,1,1,0,0,1,0,,Directorio Legislativo,Organización civil sin fines de lucro,Argentina,Ciudad Autónoma de Buenos Aires,www.directoriolegislativo.org,Sí,No,Si,No,1,1,1,0,0,0,0,,0,0,1,
El Recorrido: Tecnología ciudadana para mejorar la detección temprana del cáncer en el sistema público de salud.  ,3,Desarrollo de nuevas iniciativas,1,1,0,0,1,0,,Wingu,Organización civil sin fines de lucro,Argentina,Ciudad Autónoma de Buenos Aires,www.winguweb.org ,No,Sí,Si,No,1,1,1,1,1,1,1,,0,0,1,
El Recorrido: Tecnología ciudadana para mejorar la detección temprana del cáncer en el sistema público de salud.  ,3,Desarrollo de nuevas iniciativas,1,1,0,0,1,0,,Fundación Pacientes Cáncer de Pulmón,Organización civil sin fines de lucro,Argentina,Provincia de Buenos Aires,,No,No,No,No,0,0,0,0,0,0,1,,0,0,1,
Red aceleradora Global,1,Desarrollo de nuevas iniciativas,0,0,0,0,0,0,Red de actores,Red Aceleradora Global,Empresa privada (startup),Chile,Santiago,no existe aún,Sí,Sí,Si,No,1,1,0,0,0,0,0,,0,0,1,
Ferramenta de Avaliação de Mandatos Parlamentares (FAMP),1,Desarrollo de nuevas iniciativas,1,1,0,0,1,0,,Avesso Sustentabilidade,Empresa privada (no incluye startup),Brasil,Sao Paulo,www.avessosustentabilidade.com.br,Sí,No,No,No,1,1,1,0,0,0,1,,0,0,1,"A FAMP foi desenvolvida e testada no formato excel. O apoio neste edital seria para fazer a transição para o ambiente online e permitir os cruzamentos e análises de dados, dando maior acesso à Ferramenta. Como a Avesso não possui conhecimento tecnológico nem interesse em tê-lo, faremos uma aliança para implementar a FAMP em ambiente online em parceria com com  movimientos cívicos ou organização social sem fins de lucro dedicada a ampliar a participação social por meio do acesso à tecnologia de comunicaç!ao, preferencialmente com o uso de softwares livres e dados abertos."
Plataforma de participación ,1,Desarrollo de nuevas iniciativas,1,0,0,1,0,0,,Fundación Base Pública,Organización civil sin fines de lucro,Chile,Santiago,http://beta.basepublica.org/,Sí,Sí,No,No,1,0,0,0,0,1,0,,0,0,1,
Plataforma de Participación y Seguridad Ciudadana,1,Iniciativas de tecnología con fines de lucro,1,0,0,1,1,0,,V-SMART S.A.,Empresa privada (startup),Argentina,Córdoba,www.v-smart.com.ar,Sí,Sí,No,No,1,0,0,1,1,1,1,,1,0,0,
PingHacker,1,Desarrollo de nuevas iniciativas,1,1,1,1,0,1,Ativismo,Nucleo Digital,Empresa privada (no incluye startup),Brasil,São Paulo,www.nucleodigital.cc,Sí,Sí,No,No,1,1,1,1,1,1,1,"Criptomoedas, Transformação Digital, Ativismo",1,1,0,
Cuidados de saúde acessíveis,1,Desarrollo de nuevas iniciativas,0,0,0,0,0,0,Cuidados com a saúde acessíveis a população de baixa renda.,NAU interativa,Otro,Brasil,São Paulo,https://www.facebook.com/nauinterativa/,Sí,Sí,No,No,0,0,0,0,0,0,0,"Desenvolvemos o aplicativo Tomatinhos Urbanos, sobre plantio. Disponível na Google Play",0,0,1,
"APP Interfaz de Verificación de Cuotas Patronales del Sector Público y Privado IGSS, Guatemala",1,Desarrollo de nuevas iniciativas,1,1,0,0,1,0,,Acción Ciudadana ,Organización civil sin fines de lucro,Guatemala,GUATEMALA,https://accionciudadana.org.gt/,Sí,No,No,No,1,1,1,1,0,0,1,,0,0,1,
Transparência nas licitações,1,Desarrollo de nuevas iniciativas,1,1,0,1,1,1,,Transparência Brasil,Organización civil sin fines de lucro,Brasil,São Paulo,transparencia.org.br,Sí,Sí,No,No,1,1,1,1,1,1,1,,0,0,1,
Identidad Digital a través de Blockchain para la Reducción de Falsificación y Corrupción,2,Desarrollo de nuevas iniciativas,1,1,0,0,1,1,,KRIEGER ELECTRONICS DE MEXICO SA DE CV,Empresa privada (no incluye startup),México,CIUDAD DE MEXICO,KRIEGER.MX,Sí,Sí,Si,No,1,1,1,0,0,1,1,,0,1,1,
Identidad Digital a través de Blockchain para la Reducción de Falsificación y Corrupción,2,Desarrollo de nuevas iniciativas,1,1,0,0,1,1,,CONSEJERIA JURIDICA Y DE SERVICIOS LEGALES DE LA CDMX,Ente gubernamental,México,CIUDAD DE MEXICO,http://www.consejeria.cdmx.gob.mx/,No,Sí,No,No,1,1,1,0,0,0,1,,0,1,1,
MINGA - Manejo Colectivo de Residuos,1,Desarrollo de nuevas iniciativas,1,0,0,0,1,1,,Manejo Inteligente de Residuos y Gestión Ambiental MINGA,Empresa privada (startup),Colombia,Bogotá,www.minga.la,Sí,Sí,No,No,1,0,0,0,0,1,1,,0,0,1,
Plataforma para la evaluación y monitoreo de calidad en la atención en instituciones públicas,1,Desarrollo de nuevas iniciativas,1,0,0,0,1,0,,Centro de Participación y Ciudadanía - Ciudadanos al Día,Organización civil sin fines de lucro,Perú,Lima,www.ciudadanosaldia.org,Sí,Sí,No,No,1,1,0,1,1,0,1,,0,0,1,
Observatório do Poder Legislativo (OPL),1,Desarrollo de nuevas iniciativas,1,1,0,1,0,1,,PHRONESIS PESQUISA E CONSULTORIA EM CIENCIAS SOCIAIS LTD,Empresa privada (no incluye startup),Brasil,Rio de Janeiro ,,Sí,Sí,No,No,1,0,1,0,1,1,1,,0,0,1,
Civic Backoffice: plataforma de gestión semi-automática de la innovación pública y la participación ciudadana,4,Desarrollo de nuevas iniciativas,1,0,0,0,0,1,,W3,Empresa privada (startup),Paraguay,Asunción,http://www.w3.com.py/,Sí,Sí,No,No,0,0,0,0,0,0,1,"Desarrollo Web, Comercio Electrónico, Community Management",0,1,1,
Civic Backoffice: plataforma de gestión semi-automática de la innovación pública y la participación ciudadana,4,Desarrollo de nuevas iniciativas,1,0,0,0,0,1,,"Social Apps Lab, University of California, Berkeley",Universidad,Otro,"Berkeley, California",http://www.socialappslab.org/,No,Sí,Si,No,1,0,0,0,0,1,0,Movilización y organización comunitaria,0,1,1,
Civic Backoffice: plataforma de gestión semi-automática de la innovación pública y la participación ciudadana,4, ,1,0,0,0,0,1,,"Departamento de Electrónica e Informática, Universidad Católica ""Ntra. Señora de la Asunción"", Paraguay",Universidad,Paraguay,Asunción,http://dei.uc.edu.py,No,Sí,No,No,1,1,0,0,0,1,1,"Data Science, Inteligencia Artificial, Ingeniería del Software, Privacidad y Seguridad, Robótica",0,1,1,
Civic Backoffice: plataforma de gestión semi-automática de la innovación pública y la participación ciudadana,4, ,1,0,0,0,0,1,,CODIUM,Empresa privada (no incluye startup),Paraguay,Asunción,www.codium.com.py,No,Sí,No,No,1,1,0,1,0,1,1,,0,1,1,
Banca Ética Latinoamérica,1,Desarrollo de nuevas iniciativas,1,1,0,0,0,0,Transformación del sistema financiero,Fundación Mapocho,Organización civil sin fines de lucro,Chile,Santiago,www.bancaetica.cl www.dobleimpacto.cl,Sí,Sí,No,No,1,1,0,0,0,0,0,,1,0,1,
A qué precio: Un observatorio de compras públicas,3,Desarrollo de nuevas iniciativas,1,1,1,0,0,1,,Chequeado,Organización civil sin fines de lucro,Argentina,Buenos Aires,www.chequeado.com,Sí,Sí,No,No,1,1,0,0,1,0,0,,0,0,1,
A qué precio: Un observatorio de compras públicas,3,Desarrollo de nuevas iniciativas,1,1,1,0,0,1,,Asociación Civil por la Igualdad y la Justicia (ACIJ),Organización civil sin fines de lucro,Argentina,Buenos Aires,www.acij.org.ar,No,No,No,No,0,1,0,0,0,0,0,,0,0,1,
A qué precio: Un observatorio de compras públicas,3,Desarrollo de nuevas iniciativas,1,1,1,0,0,1,,LNData,Empresa privada (no incluye startup),Argentina,Vicente López,http://www.lanacion.com.ar/data,No,Sí,No,No,1,1,1,1,1,0,1,,0,0,1,
Asamblea,2,Desarrollo de nuevas iniciativas,1,1,0,0,0,1,,Corporación Somos Más,Organización civil sin fines de lucro,Colombia,Bogotá,www.somosmas.org,Sí,Sí,Si,No,1,1,0,0,0,1,0,,0,1,1,
Asamblea,2,Desarrollo de nuevas iniciativas,1,1,0,0,0,1,,Universidad Nacional (ViveLab),Ente gubernamental,Colombia,Bogotá,www.vivelabbogota.com,No,Sí,No,No,1,1,0,0,1,1,1,,0,1,1,
Plataforma cívica para la participación indígena mediante derecho al acceso a la información. ,1,Desarrollo de nuevas iniciativas,1,1,0,0,0,1,,Servicios Universitarios y Redes de Conocimiento en Oaxaca A C,Organización civil sin fines de lucro,México,Oaxaca,www.surcooaxaca.org,Sí,Sí,No,No,1,0,0,0,1,1,0,,0,0,1,
Tecnología cívica para mejorar la movilidad de manera participativa,2,Desarrollo de nuevas iniciativas,1,0,0,1,0,1,,World Resources Institute México,Organización civil sin fines de lucro,México,Ciudad de México,www.wrimexico.org,Sí,No,Si,No,1,1,0,0,0,0,1,,1,0,0,
Tecnología cívica para mejorar la movilidad de manera participativa,2,Desarrollo de nuevas iniciativas,1,0,0,1,0,1,,"Codeando México, A.C.",Organización civil sin fines de lucro,México,Guadalajara,www.codeandomexico.org,No,Sí,No,No,1,1,0,0,0,1,0,Uso de datos abiertos,1,0,0,
Combate a la Pobreza Multidimensional mediante Alianzas Público Privadas,1,Desarrollo de nuevas iniciativas,1,1,0,0,1,1,"Participación del Sector Empresarial y la Academia, en articulación con el Gobierno para Combate a Pobreza Multidimensional",Asociación Horizonte Positivo,Organización civil sin fines de lucro,Costa Rica,San José,https://horizontep.wixsite.com/horizontepositivo,Sí,Sí,No,No,0,1,0,0,0,0,1,Plataforma para responsabilidad social empresarial,1,0,1,
Fundación Nuevas Contingencias Sociales,1,Iniciativas ya existentes,1,0,0,1,1,0,Planificaciòn urbana y ciudadanía; fomento de la cultura y deporte; integración migrantes y población.,Fundación Nuevas Contingencias Sociales,Organización civil sin fines de lucro,Chile,Santiago,http://www.fundacionncs.org,Sí,No,No,No,0,0,0,0,1,1,0,,1,0,0,
CONCIVE Y TECNOLOGIA CIVICA,1,Desarrollo de nuevas iniciativas,1,1,0,0,0,1,,CONSEJO CIVICO DE VECINOS,Organización civil sin fines de lucro,Guatemala,LA ANTIGUA GUATEMALA,,Sí,No,No,No,1,1,1,0,0,0,0,,0,0,1,
"Tannder, educación virtual al alcance de todos",1,Desarrollo de nuevas iniciativas,1,0,0,0,1,0,"Fomentar cultura emprendedora, orientación vocacional y empleabilidad.",Tannder Corp,Empresa privada (startup),Perú,Lima,www.tannder.com,Sí,Sí,No,Si,1,0,0,0,0,0,1,"Cultura Emprendedora, Orientación Vocacional y Empleabilidad",1,0,0,
Hacia la igualdad de género a través de narrativas digitales innovadoras,1,Desarrollo de nuevas iniciativas,1,1,1,0,0,1,,Instituto de Liderazgo Simone de Beauvoir A.C. ,Organización civil sin fines de lucro,México,Ciudad de México,www.ilsb.org.mx,Sí,Sí,No,No,1,1,1,1,1,0,1,,0,0,1,
Dyntra Latam,1,Iniciativas ya existentes,1,1,1,0,1,1,"Transparencia, participación y colaboración ciudadana",Soluntia SA,Empresa privada (no incluye startup),Panamá,Ciudad de Panamá,www.dyntra.org,Sí,Sí,Si,Si,1,1,1,0,1,0,1,"Transparencia, participación y colaboración ciudadana",1,0,0,
Portales para el ciudadano,1,Desarrollo de nuevas iniciativas,1,1,1,0,0,1,,Blackbox Solutions y copropiedad,Empresa privada (startup),Guatemala,Guatemala,www.blackboxsolutionsgt.com,Sí,Sí,No,No,0,1,0,0,0,0,0,,0,0,1,
Plataforma SAS de Participación Ciudadana,1,Iniciativas ya existentes,1,0,0,0,0,0,,Acción Colectiva,Organización civil sin fines de lucro,Argentina,Rosario,www.accioncolectiva.net,Sí,No,No,No,1,1,0,0,0,0,0,,1,1,0,
Veias Abertas – Dados sobre conflitos socioambientais ,1,Desarrollo de nuevas iniciativas,0,0,1,0,1,1,,Instituto Socioambiental,Organización civil sin fines de lucro,Brasil,São Paulo,http://www.socioambiental.org,Sí,Sí,No,No,1,0,1,0,1,0,1,,1,1,0,
COMPARTIR,1,Desarrollo de nuevas iniciativas,1,0,1,0,0,1,,CIEDS - Centro Integrado de Estudos e Programas de Desenvolvimento Sustentável,Organización civil sin fines de lucro,Brasil,Rio de Janeiro,http://cieds.org.br/,Sí,No,No,No,1,0,0,0,0,1,1,,0,1,0,
Protrash,1,Desarrollo de nuevas iniciativas,1,1,0,0,0,0,,Protrash,Empresa privada (startup),México,Guadalajara,http://www.protrashco.com,Sí,Sí,No,Si,1,1,0,0,0,0,0,,0,0,1,
Política na Prática,2,Desarrollo de nuevas iniciativas,1,0,0,0,0,0,Educação política,Politize!,Organización civil sin fines de lucro,Brasil,Joinville,www.politize.com.br,Sí,Sí,No,No,0,0,0,0,0,0,0,Educação Política,0,0,1,
Política na Prática,2,Desarrollo de nuevas iniciativas,1,0,0,0,0,0,,Civitatis Consultoria e Assessoria Educacional LTDA,Empresa privada (no incluye startup),Brasil,São Paulo,www.quantica.com.br,No,Sí,No,No,1,1,0,0,0,0,0,,0,0,1,
Periferia na palma da mão - conectando conhecimentos para transformar,2,Iniciativas ya existentes,1,0,0,1,0,0,,Instituto  Banco da Periferia,Organización civil sin fines de lucro,Brasil,FORTALEZA,http://bancodaperiferia.org.br     ,Sí,Sí,No,Si,1,0,0,0,0,1,0,,1,0,0,
Periferia na palma da mão - conectando conhecimentos para transformar,2,Iniciativas ya existentes,1,0,0,1,0,0,,Rede Conhecimento Social,Organización civil sin fines de lucro,Brasil,São Paulo,conhecimentosocial.org,No,No,No,Si,0,0,0,0,0,0,0,Não tem experiência desenvolvendo plataformas/aplicativos,1,0,0,
Hackeando la corrupción con voz ciudadana,2,Iniciativas ya existentes,1,1,0,1,1,1,,Corporación Transparencia por Colombia,Organización civil sin fines de lucro,Colombia,Bogotá,http://transparenciacolombia.org.co/,Sí,Sí,No,No,1,1,0,0,0,0,0,,1,0,0,
Hackeando la corrupción con voz ciudadana,2,Iniciativas ya existentes,1,1,0,1,1,1,,RANDOM MONKEY,Empresa privada (startup),Colombia,Bogota,http://www.randommonkey.io/,No,Sí,No,No,0,1,0,0,1,1,0,,1,0,0,
"Red Peruana por Ciudades Justas, Democráticas y Sustentables",4,Desarrollo de nuevas iniciativas,1,1,0,1,1,1,,Trujillo ¡Ahora!,Organización civil sin fines de lucro,Perú,Trujillo,http://www.trujilloahora.com/,Sí,No,No,No,0,0,0,0,0,0,0,No cuenta conexperiencia en el desarrollo de plataformas/aplicaciones,0,0,1,
"Red Peruana por Ciudades Justas, Democráticas y Sustentables",4,Desarrollo de nuevas iniciativas,1,1,0,1,1,1,,"Arequipa, te queremos",Organización civil sin fines de lucro,Perú,Arequipa,,No,No,No,No,0,0,0,0,0,0,0,No cuenta con experiencia en el desarrollo de plataformas/aplicaciones,0,0,1,
"Red Peruana por Ciudades Justas, Democráticas y Sustentables",4,Desarrollo de nuevas iniciativas,1,1,0,1,1,1,,Lima Cómo Vamos,Organización civil sin fines de lucro,Perú,Lima,http://www.limacomovamos.org/,No,No,No,No,0,0,0,0,0,1,0,,0,0,1,
"Red Peruana por Ciudades Justas, Democráticas y Sustentables",4,Desarrollo de nuevas iniciativas,1,1,0,1,1,1,,Detona,Empresa privada (no incluye startup),Perú,Lima,www.detona.pe,No,Sí,No,No,1,0,0,0,0,1,0,,0,0,1,
GENUS++: Plataforma de Comunicación Académica Plus,1,Iniciativas ya existentes,1,0,0,0,1,0,,LojaSoft Solutions ,Empresa privada (startup),Ecuador,Loja,www.lojasoftsolutions.com.ec,Sí,Sí,No,Si,1,0,0,0,0,0,0,"Educación, Medio Ambiente",1,0,0,
Plataforma de Bicicletas Públicas y Compartidas de América Latina,1,Desarrollo de nuevas iniciativas,1,0,0,0,1,1,,Asociación Transporte Ativo,Organización civil sin fines de lucro,Brasil,Rio de Janeiro,ta.org.br,Sí,Sí,No sabe / No responde,No,1,0,0,0,0,1,0,,0,0,1,
Portal Web Contraloria Ciudadana Puebla para la Denuncia,1,Desarrollo de nuevas iniciativas,1,1,0,1,1,1,,Red Consejo Ciudadano a la Contraloria A.C.,Organización civil sin fines de lucro,México,Puebla,www.redccpuebla.org.mx,Sí,No,No,No,1,1,0,0,0,0,1,,0,0,1,
Cidades Transparentes: inovações a partir de dados abertos,2,Desarrollo de nuevas iniciativas,1,1,0,0,1,1,,Agenda Pública - Agência de Análise e Cooperação em Políticas Públicas,Organización civil sin fines de lucro,Brasil,São Paulo,www.agendapublica.org.br,Sí,No,No,No,1,1,0,1,0,0,1,,0,1,0,
Cidades Transparentes: inovações a partir de dados abertos,2,Desarrollo de nuevas iniciativas,1,1,0,0,1,1,,Núcleo de Informação e Coordenação do Ponto Br - Nic.br,Organización civil sin fines de lucro,Brasil,São Paulo,www.nic.br,No,Sí,No,No,0,1,0,0,0,0,0,,0,1,0,
Mapas Coletivos,2,Iniciativas ya existentes,1,1,0,1,1,1,Periodismo Ciudadano,Instituto Sincronicidade para a Interação Social (ISPIS),Organización civil sin fines de lucro,Brasil,São Paulo,http://www.ispis.org.br/,Sí,No,No,No,1,1,1,0,0,1,1,,1,1,0,
Mapas Coletivos,2,Iniciativas ya existentes,1,1,0,1,1,1,,Mapas Coletivos,Otro,Brasil,Sao Paulo ,http://www.mapascoletivos.com.br/,No,Sí,No,Si,1,1,0,0,1,1,1,Periodismo Ciudadano,1,1,0,
DataRepública: tecnología y datos para el desarrollo sostenible en América Latina,2,Iniciativas ya existentes,1,0,1,1,0,1,,Centro de pensamiento Estratégico Internacional - CEPEI,Organización civil sin fines de lucro,Colombia,Bogotá,www.cepei.org,Sí,No,No,No,0,0,0,0,1,0,0,Datos para el desarrollo sostenible,1,0,0,
DataRepública: tecnología y datos para el desarrollo sostenible en América Latina,2,Iniciativas ya existentes,1,0,1,1,0,1,,Wingu,Organización civil sin fines de lucro,Argentina,Buenos Aires,www.winguweb.org,No,Sí,Si,No,1,1,1,1,1,1,1,,1,0,0,
Noosfero: plataforma web livre para a criação de redes sociais autônomas e participação cívica,3,Iniciativas ya existentes,1,1,0,0,1,1,,Colivre - Cooperativa de Tecnologias Livres,Organización civil sin fines de lucro,Brasil,Salvador,http://colivre.coop.br/,Sí,Sí,No,No,1,1,0,0,0,0,1,,0,1,0,Desenvolvimento de melhorias e novas funcionalidades em uma plataforma existente
Noosfero: plataforma web livre para a criação de redes sociais autônomas e participação cívica,3,Iniciativas ya existentes,1,1,0,0,1,1,,Secretaria de Estado dos Direitos Humanos e Participação Popular,Ente gubernamental,Brasil,São Luis,www.sedihpop.ma.gov.br/,No,No,No,No,1,1,0,0,0,0,1,,0,1,0,
Noosfero: plataforma web livre para a criação de redes sociais autônomas e participação cívica,3,Iniciativas ya existentes,1,1,0,0,1,1,,Associação Software Livre.Org,Organización civil sin fines de lucro,Brasil,Porto Alegra,asl.org.br,No,Sí,No,No,1,0,1,0,0,1,0,,0,1,0,
VOJO BRASIL - CONECTANDO COMUNIDADES AFROS DO BRASIL,1,Iniciativas ya existentes,1,0,0,0,0,0,,INSTITUTO MÍDIA ÉTNICA,Organización civil sin fines de lucro,Brasil,SALVADOR,www.midiaetnica.org / www.correionago.com.br,Sí,Sí,No,No,1,0,0,0,0,0,0,,1,0,0,
Cuidando e Monitorando a Cidade,7,Iniciativas ya existentes,1,1,0,1,1,1,,"Colaboratório de Desenvolvimento e Participação, Universidade de São Paulo",Universidad,Brasil,Sao Paulo,www.colab.each.usp.br,Sí,Sí,No,No,1,1,0,0,0,1,1,,1,1,0,
Cuidando e Monitorando a Cidade,7,Iniciativas ya existentes,1,1,0,1,1,1,,"Ouvidoria-Geral da União / Ministério da Transparência, Fiscalização e Controladoria-Geral da União?-CGU",Ente gubernamental,Brasil, Brasília - DF," www.cgu.gov.br,www.ouvidorias.gov.br,www.acessoainformação.gov.br",No,No,No,No,1,1,0,1,0,0,1,,1,1,0,
Cuidando e Monitorando a Cidade,7,Iniciativas ya existentes,1,1,0,1,1,1,,Laboratório de Inovação e Controle no Setor Público da Universidade Federal do Pará,Universidad,Brasil,Belém, www.portal.ufpa.br,No,No,No,No,1,1,0,1,0,1,1,,1,1,0,
Cuidando e Monitorando a Cidade,7,Iniciativas ya existentes,1,1,0,1,1,1,,Rede Conhecimento Social,Organización civil sin fines de lucro,Brasil,Sao Paulo, conhecimentosocial.org,No,No,No,Si,1,0,0,0,0,0,0,,1,1,0,
